	Chembl_Id
28154	CHEMBL465711
28155	CHEMBL465712
28156	CHEMBL465713
28157	CHEMBL465717
28158	CHEMBL465718
28159	CHEMBL465719
28160	CHEMBL465720
28161	CHEMBL465724
28162	CHEMBL465725
28163	CHEMBL465730
28164	CHEMBL465731
28165	CHEMBL465732
28166	CHEMBL465749
28167	CHEMBL465750
28168	CHEMBL465751
28169	CHEMBL465753
28170	CHEMBL465754
28171	CHEMBL465755
28172	CHEMBL465756
28173	CHEMBL465757
28174	CHEMBL465758
28175	CHEMBL465759
28176	CHEMBL465760
28177	CHEMBL465761
28178	CHEMBL465762
28179	CHEMBL465763
28180	CHEMBL465764
28181	CHEMBL465765
28182	CHEMBL465766
28183	CHEMBL465767
28184	CHEMBL465768
28185	CHEMBL465769
28186	CHEMBL465770
28187	CHEMBL465771
28188	CHEMBL465772
28189	CHEMBL465773
28190	CHEMBL465774
28191	CHEMBL465775
28192	CHEMBL465777
28193	CHEMBL465778
28194	CHEMBL465779
28195	CHEMBL465780
28196	CHEMBL465782
28197	CHEMBL465783
28198	CHEMBL465785
28199	CHEMBL465786
28200	CHEMBL465787
28201	CHEMBL465788
28202	CHEMBL465798
28203	CHEMBL465799
28204	CHEMBL465800
28205	CHEMBL465802
28206	CHEMBL465803
28207	CHEMBL465804
28208	CHEMBL465805
28209	CHEMBL465806
28210	CHEMBL465808
28211	CHEMBL465809
28212	CHEMBL465810
28213	CHEMBL465811
28214	CHEMBL465812
28215	CHEMBL465813
28216	CHEMBL465814
28217	CHEMBL465815
28218	CHEMBL465816
28219	CHEMBL465817
28220	CHEMBL465818
28221	CHEMBL465819
28222	CHEMBL465820
28223	CHEMBL465821
28224	CHEMBL465822
28225	CHEMBL465823
28226	CHEMBL465824
28227	CHEMBL465826
28228	CHEMBL465827
28229	CHEMBL465828
28230	CHEMBL465829
28231	CHEMBL465830
28232	CHEMBL465831
28233	CHEMBL465832
28234	CHEMBL465833
28235	CHEMBL465835
28236	CHEMBL465836
28237	CHEMBL465837
28238	CHEMBL465838
28239	CHEMBL465839
28240	CHEMBL465841
28241	CHEMBL465842
28242	CHEMBL465843
28243	CHEMBL465844
28244	CHEMBL465845
28245	CHEMBL465847
28246	CHEMBL465848
28247	CHEMBL465849
28248	CHEMBL465850
28249	CHEMBL465851
28250	CHEMBL465852
28251	CHEMBL465854
28252	CHEMBL465855
28253	CHEMBL465856
28254	CHEMBL465857
28255	CHEMBL465858
28256	CHEMBL465859
28257	CHEMBL465860
28258	CHEMBL465861
28259	CHEMBL465862
28260	CHEMBL465863
28261	CHEMBL465865
28262	CHEMBL465867
28263	CHEMBL465873
28264	CHEMBL465874
28265	CHEMBL465875
28266	CHEMBL465879
28267	CHEMBL465880
28268	CHEMBL465881
28269	CHEMBL465888
28270	CHEMBL465892
28271	CHEMBL465893
28272	CHEMBL465906
28273	CHEMBL465907
28274	CHEMBL465912
28275	CHEMBL465954
28276	CHEMBL465958
28277	CHEMBL465959
28278	CHEMBL465960
28279	CHEMBL465961
28280	CHEMBL465964
28281	CHEMBL465965
28282	CHEMBL465967
28283	CHEMBL465968
28284	CHEMBL465969
28285	CHEMBL465970
28286	CHEMBL465971
28287	CHEMBL465972
28288	CHEMBL465973
28289	CHEMBL465974
28290	CHEMBL465975
28291	CHEMBL465976
28292	CHEMBL465977
28293	CHEMBL465978
28294	CHEMBL465979
28295	CHEMBL465980
28296	CHEMBL465981
28297	CHEMBL465982
28298	CHEMBL465983
28299	CHEMBL465985
28300	CHEMBL466005
28301	CHEMBL466034
28302	CHEMBL466139
28303	CHEMBL466142
28304	CHEMBL466153
28305	CHEMBL466154
28306	CHEMBL466155
28307	CHEMBL466157
28308	CHEMBL466158
28309	CHEMBL466161
28310	CHEMBL466162
28311	CHEMBL466163
28312	CHEMBL466164
28313	CHEMBL466166
28314	CHEMBL466167
28315	CHEMBL466169
28316	CHEMBL466170
28317	CHEMBL466209
28318	CHEMBL466300
28319	CHEMBL466333
28320	CHEMBL466340
28321	CHEMBL466345
28322	CHEMBL466353
28323	CHEMBL466359
28324	CHEMBL466360
28325	CHEMBL466363
28326	CHEMBL466364
28327	CHEMBL466365
28328	CHEMBL466368
28329	CHEMBL466369
28330	CHEMBL466370
28331	CHEMBL466371
28332	CHEMBL466372
28333	CHEMBL466373
28334	CHEMBL466374
28335	CHEMBL466375
28336	CHEMBL466376
28337	CHEMBL466377
28338	CHEMBL466435
28339	CHEMBL466457
28340	CHEMBL466478
28341	CHEMBL466534
28342	CHEMBL466536
28343	CHEMBL466540
28344	CHEMBL466542
28345	CHEMBL466556
28346	CHEMBL466557
28347	CHEMBL466558
28348	CHEMBL466559
28349	CHEMBL466560
28350	CHEMBL466565
28351	CHEMBL466567
28352	CHEMBL466568
28353	CHEMBL466569
28354	CHEMBL466570
28355	CHEMBL466571
28356	CHEMBL466573
28357	CHEMBL466574
28358	CHEMBL466575
28359	CHEMBL466576
28360	CHEMBL466577
28361	CHEMBL466579
28362	CHEMBL466580
28363	CHEMBL466581
28364	CHEMBL466582
28365	CHEMBL466583
28366	CHEMBL466584
28367	CHEMBL466728
28368	CHEMBL466729
28369	CHEMBL466737
28370	CHEMBL466738
28371	CHEMBL466745
28372	CHEMBL466747
28373	CHEMBL466773
28374	CHEMBL466774
28375	CHEMBL466775
28376	CHEMBL466776
28377	CHEMBL466777
28378	CHEMBL466778
28379	CHEMBL466779
28380	CHEMBL46678
28381	CHEMBL466780
28382	CHEMBL466781
28383	CHEMBL466783
28384	CHEMBL466784
28385	CHEMBL466786
28386	CHEMBL466787
28387	CHEMBL466788
28388	CHEMBL466789
28389	CHEMBL466790
28390	CHEMBL466797
28391	CHEMBL466810
28392	CHEMBL466844
28393	CHEMBL466854
28394	CHEMBL466928
28395	CHEMBL466931
28396	CHEMBL466941
28397	CHEMBL466974
28398	CHEMBL466983
28399	CHEMBL466984
28400	CHEMBL466985
28401	CHEMBL466986
28402	CHEMBL466987
28403	CHEMBL466988
28404	CHEMBL466990
28405	CHEMBL466991
28406	CHEMBL466993
28407	CHEMBL466994
28408	CHEMBL466996
28409	CHEMBL466997
28410	CHEMBL466998
28411	CHEMBL466999
28412	CHEMBL467
28413	CHEMBL467112
28414	CHEMBL467134
28415	CHEMBL467135
28416	CHEMBL467139
28417	CHEMBL467163
28418	CHEMBL467191
28419	CHEMBL467194
28420	CHEMBL467196
28421	CHEMBL467197
28422	CHEMBL467198
28423	CHEMBL467199
28424	CHEMBL467200
28425	CHEMBL467201
28426	CHEMBL467202
28427	CHEMBL467203
28428	CHEMBL467204
28429	CHEMBL467205
28430	CHEMBL467206
28431	CHEMBL467207
28432	CHEMBL467208
28433	CHEMBL467209
28434	CHEMBL467210
28435	CHEMBL46724
28436	CHEMBL467256
28437	CHEMBL467292
28438	CHEMBL46730
28439	CHEMBL467332
28440	CHEMBL467336
28441	CHEMBL467338
28442	CHEMBL467341
28443	CHEMBL467358
28444	CHEMBL467402
28445	CHEMBL467403
28446	CHEMBL467404
28447	CHEMBL467405
28448	CHEMBL467406
28449	CHEMBL467407
28450	CHEMBL467408
28451	CHEMBL467409
28452	CHEMBL467410
28453	CHEMBL467411
28454	CHEMBL467412
28455	CHEMBL467413
28456	CHEMBL467414
28457	CHEMBL467415
28458	CHEMBL467416
28459	CHEMBL467417
28460	CHEMBL467418
28461	CHEMBL467446
28462	CHEMBL467539
28463	CHEMBL467554
28464	CHEMBL467605
28465	CHEMBL467607
28466	CHEMBL467609
28467	CHEMBL467610
28468	CHEMBL467611
28469	CHEMBL467612
28470	CHEMBL467613
28471	CHEMBL467614
28472	CHEMBL467615
28473	CHEMBL467616
28474	CHEMBL467619
28475	CHEMBL467620
28476	CHEMBL467621
28477	CHEMBL467622
28478	CHEMBL467626
28479	CHEMBL467698
28480	CHEMBL467721
28481	CHEMBL467740
28482	CHEMBL467744
28483	CHEMBL467759
28484	CHEMBL467773
28485	CHEMBL467775
28486	CHEMBL467814
28487	CHEMBL467819
28488	CHEMBL467820
28489	CHEMBL467822
28490	CHEMBL467823
28491	CHEMBL467825
28492	CHEMBL467826
28493	CHEMBL467827
28494	CHEMBL467828
28495	CHEMBL467829
28496	CHEMBL467830
28497	CHEMBL467834
28498	CHEMBL467942
28499	CHEMBL467946
28500	CHEMBL467948
28501	CHEMBL467953
28502	CHEMBL467958
28503	CHEMBL467962
28504	CHEMBL467963
28505	CHEMBL467975
28506	CHEMBL467981
28507	CHEMBL467982
28508	CHEMBL468010
28509	CHEMBL468012
28510	CHEMBL468027
28511	CHEMBL468028
28512	CHEMBL468029
28513	CHEMBL468030
28514	CHEMBL468031
28515	CHEMBL468032
28516	CHEMBL468033
28517	CHEMBL468034
28518	CHEMBL468036
28519	CHEMBL468037
28520	CHEMBL468038
28521	CHEMBL468040
28522	CHEMBL468042
28523	CHEMBL468043
28524	CHEMBL468044
28525	CHEMBL468045
28526	CHEMBL468046
28527	CHEMBL468141
28528	CHEMBL468142
28529	CHEMBL468146
28530	CHEMBL468165
28531	CHEMBL468167
28532	CHEMBL468210
28533	CHEMBL468219
28534	CHEMBL468230
28535	CHEMBL468236
28536	CHEMBL468237
28537	CHEMBL468238
28538	CHEMBL468239
28539	CHEMBL468240
28540	CHEMBL468241
28541	CHEMBL468242
28542	CHEMBL468243
28543	CHEMBL468245
28544	CHEMBL468246
28545	CHEMBL468247
28546	CHEMBL468248
28547	CHEMBL468249
28548	CHEMBL468250
28549	CHEMBL468274
28550	CHEMBL468345
28551	CHEMBL468347
28552	CHEMBL468368
28553	CHEMBL468380
28554	CHEMBL468383
28555	CHEMBL468389
28556	CHEMBL468391
28557	CHEMBL468394
28558	CHEMBL468395
28559	CHEMBL468396
28560	CHEMBL468405
28561	CHEMBL468407
28562	CHEMBL468446
28563	CHEMBL468447
28564	CHEMBL468448
28565	CHEMBL468449
28566	CHEMBL468450
28567	CHEMBL468451
28568	CHEMBL468453
28569	CHEMBL468454
28570	CHEMBL468455
28571	CHEMBL468456
28572	CHEMBL468457
28573	CHEMBL468458
28574	CHEMBL468459
28575	CHEMBL468460
28576	CHEMBL468488
28577	CHEMBL468548
28578	CHEMBL468549
28579	CHEMBL468562
28580	CHEMBL468563
28581	CHEMBL468566
28582	CHEMBL468568
28583	CHEMBL468574
28584	CHEMBL468575
28585	CHEMBL468584
28586	CHEMBL468640
28587	CHEMBL468641
28588	CHEMBL468652
28589	CHEMBL468655
28590	CHEMBL468656
28591	CHEMBL468657
28592	CHEMBL468658
28593	CHEMBL468659
28594	CHEMBL468660
28595	CHEMBL468661
28596	CHEMBL468662
28597	CHEMBL468663
28598	CHEMBL468664
28599	CHEMBL468665
28600	CHEMBL468666
28601	CHEMBL468667
28602	CHEMBL468668
28603	CHEMBL468669
28604	CHEMBL468673
28605	CHEMBL468680
28606	CHEMBL468759
28607	CHEMBL468763
28608	CHEMBL468784
28609	CHEMBL468802
28610	CHEMBL468803
28611	CHEMBL468804
28612	CHEMBL468809
28613	CHEMBL468810
28614	CHEMBL468819
28615	CHEMBL468820
28616	CHEMBL468821
28617	CHEMBL468823
28618	CHEMBL468832
28619	CHEMBL468859
28620	CHEMBL468861
28621	CHEMBL468863
28622	CHEMBL468865
28623	CHEMBL468866
28624	CHEMBL468867
28625	CHEMBL468868
28626	CHEMBL468869
28627	CHEMBL468870
28628	CHEMBL468872
28629	CHEMBL468873
28630	CHEMBL468874
28631	CHEMBL468875
28632	CHEMBL468876
28633	CHEMBL468877
28634	CHEMBL468878
28635	CHEMBL468879
28636	CHEMBL468902
28637	CHEMBL468958
28638	CHEMBL468974
28639	CHEMBL468977
28640	CHEMBL469028
28641	CHEMBL469036
28642	CHEMBL469044
28643	CHEMBL469072
28644	CHEMBL469075
28645	CHEMBL469076
28646	CHEMBL469077
28647	CHEMBL469078
28648	CHEMBL469079
28649	CHEMBL469080
28650	CHEMBL469081
28651	CHEMBL469082
28652	CHEMBL469083
28653	CHEMBL469085
28654	CHEMBL469152
28655	CHEMBL469159
28656	CHEMBL46917
28657	CHEMBL469190
28658	CHEMBL469216
28659	CHEMBL469217
28660	CHEMBL469232
28661	CHEMBL469246
28662	CHEMBL469255
28663	CHEMBL469276
28664	CHEMBL469277
28665	CHEMBL469278
28666	CHEMBL469279
28667	CHEMBL469280
28668	CHEMBL469282
28669	CHEMBL469283
28670	CHEMBL469284
28671	CHEMBL469285
28672	CHEMBL469286
28673	CHEMBL469287
28674	CHEMBL469288
28675	CHEMBL469289
28676	CHEMBL469293
28677	CHEMBL469296
28678	CHEMBL469398
28679	CHEMBL469399
28680	CHEMBL469400
28681	CHEMBL469401
28682	CHEMBL469402
28683	CHEMBL469403
28684	CHEMBL469404
28685	CHEMBL469405
28686	CHEMBL469406
28687	CHEMBL469410
28688	CHEMBL469411
28689	CHEMBL469412
28690	CHEMBL469414
28691	CHEMBL469415
28692	CHEMBL469416
28693	CHEMBL469417
28694	CHEMBL469418
28695	CHEMBL469419
28696	CHEMBL469420
28697	CHEMBL469421
28698	CHEMBL469422
28699	CHEMBL469423
28700	CHEMBL469424
28701	CHEMBL469425
28702	CHEMBL469426
28703	CHEMBL469427
28704	CHEMBL469428
28705	CHEMBL469429
28706	CHEMBL469430
28707	CHEMBL469431
28708	CHEMBL469432
28709	CHEMBL469433
28710	CHEMBL469435
28711	CHEMBL469437
28712	CHEMBL469438
28713	CHEMBL469439
28714	CHEMBL469440
28715	CHEMBL469441
28716	CHEMBL469442
28717	CHEMBL469444
28718	CHEMBL46946
28719	CHEMBL469461
28720	CHEMBL469486
28721	CHEMBL469487
28722	CHEMBL469489
28723	CHEMBL469491
28724	CHEMBL469492
28725	CHEMBL469494
28726	CHEMBL469499
28727	CHEMBL469500
28728	CHEMBL469501
28729	CHEMBL469503
28730	CHEMBL469537
28731	CHEMBL469541
28732	CHEMBL469599
28733	CHEMBL469613
28734	CHEMBL469614
28735	CHEMBL469615
28736	CHEMBL469616
28737	CHEMBL469617
28738	CHEMBL469618
28739	CHEMBL469619
28740	CHEMBL469620
28741	CHEMBL469621
28742	CHEMBL469622
28743	CHEMBL469624
28744	CHEMBL469625
28745	CHEMBL469626
28746	CHEMBL469628
28747	CHEMBL469629
28748	CHEMBL469630
28749	CHEMBL469631
28750	CHEMBL469632
28751	CHEMBL469634
28752	CHEMBL469635
28753	CHEMBL469636
28754	CHEMBL469638
28755	CHEMBL469639
28756	CHEMBL469640
28757	CHEMBL469641
28758	CHEMBL469642
28759	CHEMBL469643
28760	CHEMBL469644
28761	CHEMBL469645
28762	CHEMBL469646
28763	CHEMBL469647
28764	CHEMBL469648
28765	CHEMBL469649
28766	CHEMBL469650
28767	CHEMBL469651
28768	CHEMBL469652
28769	CHEMBL469653
28770	CHEMBL469654
28771	CHEMBL469655
28772	CHEMBL469656
28773	CHEMBL469670
28774	CHEMBL469683
28775	CHEMBL469701
28776	CHEMBL469702
28777	CHEMBL469703
28778	CHEMBL469704
28779	CHEMBL469705
28780	CHEMBL469706
28781	CHEMBL469707
28782	CHEMBL469708
28783	CHEMBL469710
28784	CHEMBL469712
28785	CHEMBL469713
28786	CHEMBL469714
28787	CHEMBL469716
28788	CHEMBL469717
28789	CHEMBL469718
28790	CHEMBL469719
28791	CHEMBL469720
28792	CHEMBL469721
28793	CHEMBL469722
28794	CHEMBL469723
28795	CHEMBL469733
28796	CHEMBL469824
28797	CHEMBL469825
28798	CHEMBL469826
28799	CHEMBL469827
28800	CHEMBL469828
28801	CHEMBL469829
28802	CHEMBL469830
28803	CHEMBL469831
28804	CHEMBL469832
28805	CHEMBL469833
28806	CHEMBL469834
28807	CHEMBL469835
28808	CHEMBL469836
28809	CHEMBL469837
28810	CHEMBL469838
28811	CHEMBL469839
28812	CHEMBL469840
28813	CHEMBL469841
28814	CHEMBL469842
28815	CHEMBL469843
28816	CHEMBL469844
28817	CHEMBL469845
28818	CHEMBL469846
28819	CHEMBL469847
28820	CHEMBL469848
28821	CHEMBL469849
28822	CHEMBL469850
28823	CHEMBL469851
28824	CHEMBL469852
28825	CHEMBL469854
28826	CHEMBL469855
28827	CHEMBL469856
28828	CHEMBL469857
28829	CHEMBL469858
28830	CHEMBL469859
28831	CHEMBL469860
28832	CHEMBL469861
28833	CHEMBL469862
28834	CHEMBL469863
28835	CHEMBL469906
28836	CHEMBL469912
28837	CHEMBL469915
28838	CHEMBL469916
28839	CHEMBL469917
28840	CHEMBL469918
28841	CHEMBL469919
28842	CHEMBL469920
28843	CHEMBL469921
28844	CHEMBL469922
28845	CHEMBL469923
28846	CHEMBL469924
28847	CHEMBL469925
28848	CHEMBL469926
28849	CHEMBL469927
28850	CHEMBL469930
28851	CHEMBL469945
28852	CHEMBL469984
28853	CHEMBL47
28854	CHEMBL470027
28855	CHEMBL470028
28856	CHEMBL470029
28857	CHEMBL470032
28858	CHEMBL470033
28859	CHEMBL470035
28860	CHEMBL470036
28861	CHEMBL470037
28862	CHEMBL470038
28863	CHEMBL470039
28864	CHEMBL470040
28865	CHEMBL470041
28866	CHEMBL470042
28867	CHEMBL470043
28868	CHEMBL470045
28869	CHEMBL470046
28870	CHEMBL470048
28871	CHEMBL470049
28872	CHEMBL470050
28873	CHEMBL470052
28874	CHEMBL470053
28875	CHEMBL470054
28876	CHEMBL470055
28877	CHEMBL470056
28878	CHEMBL470057
28879	CHEMBL470059
28880	CHEMBL470060
28881	CHEMBL470062
28882	CHEMBL470063
28883	CHEMBL470071
28884	CHEMBL470091
28885	CHEMBL470123
28886	CHEMBL470124
28887	CHEMBL470125
28888	CHEMBL470127
28889	CHEMBL470128
28890	CHEMBL470129
28891	CHEMBL470130
28892	CHEMBL470131
28893	CHEMBL470132
28894	CHEMBL470136
28895	CHEMBL470137
28896	CHEMBL470172
28897	CHEMBL470234
28898	CHEMBL470235
28899	CHEMBL470236
28900	CHEMBL470237
28901	CHEMBL470238
28902	CHEMBL470239
28903	CHEMBL470240
28904	CHEMBL470242
28905	CHEMBL470243
28906	CHEMBL470244
28907	CHEMBL470245
28908	CHEMBL470246
28909	CHEMBL470247
28910	CHEMBL470248
28911	CHEMBL470249
28912	CHEMBL470250
28913	CHEMBL470251
28914	CHEMBL470252
28915	CHEMBL470256
28916	CHEMBL470257
28917	CHEMBL470258
28918	CHEMBL470259
28919	CHEMBL470260
28920	CHEMBL470261
28921	CHEMBL470262
28922	CHEMBL470263
28923	CHEMBL470264
28924	CHEMBL470266
28925	CHEMBL470267
28926	CHEMBL470268
28927	CHEMBL470269
28928	CHEMBL470270
28929	CHEMBL470271
28930	CHEMBL470272
28931	CHEMBL470276
28932	CHEMBL470277
28933	CHEMBL470278
28934	CHEMBL470287
28935	CHEMBL470291
28936	CHEMBL470327
28937	CHEMBL470336
28938	CHEMBL470337
28939	CHEMBL470339
28940	CHEMBL470342
28941	CHEMBL470343
28942	CHEMBL470344
28943	CHEMBL470345
28944	CHEMBL470348
28945	CHEMBL470349
28946	CHEMBL470350
28947	CHEMBL470351
28948	CHEMBL47037
28949	CHEMBL470375
28950	CHEMBL470442
28951	CHEMBL470443
28952	CHEMBL470444
28953	CHEMBL470446
28954	CHEMBL470447
28955	CHEMBL470450
28956	CHEMBL470451
28957	CHEMBL470452
28958	CHEMBL470453
28959	CHEMBL470454
28960	CHEMBL470455
28961	CHEMBL470456
28962	CHEMBL470457
28963	CHEMBL470458
28964	CHEMBL470459
28965	CHEMBL470460
28966	CHEMBL470461
28967	CHEMBL470462
28968	CHEMBL470463
28969	CHEMBL470464
28970	CHEMBL470465
28971	CHEMBL470466
28972	CHEMBL470467
28973	CHEMBL470469
28974	CHEMBL470471
28975	CHEMBL470472
28976	CHEMBL470478
28977	CHEMBL470479
28978	CHEMBL470497
28979	CHEMBL470498
28980	CHEMBL470534
28981	CHEMBL470542
28982	CHEMBL470543
28983	CHEMBL470544
28984	CHEMBL470546
28985	CHEMBL470547
28986	CHEMBL470548
28987	CHEMBL470549
28988	CHEMBL470550
28989	CHEMBL470551
28990	CHEMBL470552
28991	CHEMBL470555
28992	CHEMBL470556
28993	CHEMBL470557
28994	CHEMBL470558
28995	CHEMBL470647
28996	CHEMBL470648
28997	CHEMBL470649
28998	CHEMBL470650
28999	CHEMBL470651
29000	CHEMBL470653
29001	CHEMBL470654
29002	CHEMBL470655
29003	CHEMBL470656
29004	CHEMBL470657
29005	CHEMBL470658
29006	CHEMBL470659
29007	CHEMBL470660
29008	CHEMBL470661
29009	CHEMBL470662
29010	CHEMBL470663
29011	CHEMBL470664
29012	CHEMBL470665
29013	CHEMBL470666
29014	CHEMBL470667
29015	CHEMBL470668
29016	CHEMBL470669
29017	CHEMBL470670
29018	CHEMBL470671
29019	CHEMBL470672
29020	CHEMBL470674
29021	CHEMBL470675
29022	CHEMBL470676
29023	CHEMBL470677
29024	CHEMBL470678
29025	CHEMBL470679
29026	CHEMBL470680
29027	CHEMBL470685
29028	CHEMBL470686
29029	CHEMBL470687
29030	CHEMBL470714
29031	CHEMBL470759
29032	CHEMBL470760
29033	CHEMBL470761
29034	CHEMBL470762
29035	CHEMBL470763
29036	CHEMBL470764
29037	CHEMBL470765
29038	CHEMBL470766
29039	CHEMBL470768
29040	CHEMBL470770
29041	CHEMBL470771
29042	CHEMBL470772
29043	CHEMBL470773
29044	CHEMBL470848
29045	CHEMBL470862
29046	CHEMBL470863
29047	CHEMBL470864
29048	CHEMBL470865
29049	CHEMBL470866
29050	CHEMBL470867
29051	CHEMBL470868
29052	CHEMBL470869
29053	CHEMBL470870
29054	CHEMBL470872
29055	CHEMBL470873
29056	CHEMBL470874
29057	CHEMBL470875
29058	CHEMBL470877
29059	CHEMBL470879
29060	CHEMBL470880
29061	CHEMBL470881
29062	CHEMBL470883
29063	CHEMBL470884
29064	CHEMBL470885
29065	CHEMBL470886
29066	CHEMBL470887
29067	CHEMBL470888
29068	CHEMBL470889
29069	CHEMBL470890
29070	CHEMBL470894
29071	CHEMBL470895
29072	CHEMBL470896
29073	CHEMBL470926
29074	CHEMBL470927
29075	CHEMBL470950
29076	CHEMBL470977
29077	CHEMBL470978
29078	CHEMBL470979
29079	CHEMBL470980
29080	CHEMBL470981
29081	CHEMBL470982
29082	CHEMBL470983
29083	CHEMBL470984
29084	CHEMBL470989
29085	CHEMBL470990
29086	CHEMBL471066
29087	CHEMBL471067
29088	CHEMBL471069
29089	CHEMBL471070
29090	CHEMBL471071
29091	CHEMBL471072
29092	CHEMBL471074
29093	CHEMBL471075
29094	CHEMBL471076
29095	CHEMBL471077
29096	CHEMBL471079
29097	CHEMBL471081
29098	CHEMBL471082
29099	CHEMBL471083
29100	CHEMBL471084
29101	CHEMBL471085
29102	CHEMBL471086
29103	CHEMBL471087
29104	CHEMBL471091
29105	CHEMBL471092
29106	CHEMBL471117
29107	CHEMBL471118
29108	CHEMBL471175
29109	CHEMBL471176
29110	CHEMBL471177
29111	CHEMBL471179
29112	CHEMBL471180
29113	CHEMBL471181
29114	CHEMBL471182
29115	CHEMBL471183
29116	CHEMBL471184
29117	CHEMBL471185
29118	CHEMBL471186
29119	CHEMBL471187
29120	CHEMBL471188
29121	CHEMBL471189
29122	CHEMBL471209
29123	CHEMBL471267
29124	CHEMBL471268
29125	CHEMBL471269
29126	CHEMBL471270
29127	CHEMBL471271
29128	CHEMBL471272
29129	CHEMBL471274
29130	CHEMBL471275
29131	CHEMBL471276
29132	CHEMBL471277
29133	CHEMBL471279
29134	CHEMBL471281
29135	CHEMBL471282
29136	CHEMBL471283
29137	CHEMBL471284
29138	CHEMBL471285
29139	CHEMBL471286
29140	CHEMBL471287
29141	CHEMBL471292
29142	CHEMBL471293
29143	CHEMBL471294
29144	CHEMBL471298
29145	CHEMBL471382
29146	CHEMBL471384
29147	CHEMBL471387
29148	CHEMBL471388
29149	CHEMBL471389
29150	CHEMBL471390
29151	CHEMBL471391
29152	CHEMBL471392
29153	CHEMBL471393
29154	CHEMBL471420
29155	CHEMBL471472
29156	CHEMBL471473
29157	CHEMBL471474
29158	CHEMBL471475
29159	CHEMBL471476
29160	CHEMBL471477
29161	CHEMBL471478
29162	CHEMBL471479
29163	CHEMBL471480
29164	CHEMBL471481
29165	CHEMBL471482
29166	CHEMBL471484
29167	CHEMBL471485
29168	CHEMBL471486
29169	CHEMBL471504
29170	CHEMBL471538
29171	CHEMBL471590
29172	CHEMBL471591
29173	CHEMBL471593
29174	CHEMBL471594
29175	CHEMBL471595
29176	CHEMBL471596
29177	CHEMBL471597
29178	CHEMBL471598
29179	CHEMBL471599
29180	CHEMBL471603
29181	CHEMBL471605
29182	CHEMBL471676
29183	CHEMBL471677
29184	CHEMBL471678
29185	CHEMBL471679
29186	CHEMBL471680
29187	CHEMBL471681
29188	CHEMBL471682
29189	CHEMBL471683
29190	CHEMBL471685
29191	CHEMBL471686
29192	CHEMBL471687
29193	CHEMBL471689
29194	CHEMBL471694
29195	CHEMBL471718
29196	CHEMBL471777
29197	CHEMBL471798
29198	CHEMBL471799
29199	CHEMBL471803
29200	CHEMBL471804
29201	CHEMBL471807
29202	CHEMBL471808
29203	CHEMBL471809
29204	CHEMBL471810
29205	CHEMBL471811
29206	CHEMBL471812
29207	CHEMBL471884
29208	CHEMBL471885
29209	CHEMBL471886
29210	CHEMBL471887
29211	CHEMBL471888
29212	CHEMBL471889
29213	CHEMBL471890
29214	CHEMBL471891
29215	CHEMBL471892
29216	CHEMBL471999
29217	CHEMBL472
29218	CHEMBL472013
29219	CHEMBL472014
29220	CHEMBL472016
29221	CHEMBL472017
29222	CHEMBL472018
29223	CHEMBL472019
29224	CHEMBL472021
29225	CHEMBL472022
29226	CHEMBL472023
29227	CHEMBL472024
29228	CHEMBL472025
29229	CHEMBL472092
29230	CHEMBL472093
29231	CHEMBL472094
29232	CHEMBL472126
29233	CHEMBL472162
29234	CHEMBL472220
29235	CHEMBL472221
29236	CHEMBL472222
29237	CHEMBL472223
29238	CHEMBL472224
29239	CHEMBL472225
29240	CHEMBL472226
29241	CHEMBL472227
29242	CHEMBL472228
29243	CHEMBL472229
29244	CHEMBL472230
29245	CHEMBL472231
29246	CHEMBL472295
29247	CHEMBL472296
29248	CHEMBL472297
29249	CHEMBL472309
29250	CHEMBL472313
29251	CHEMBL472320
29252	CHEMBL472333
29253	CHEMBL472427
29254	CHEMBL472428
29255	CHEMBL472431
29256	CHEMBL472432
29257	CHEMBL472433
29258	CHEMBL472434
29259	CHEMBL472435
29260	CHEMBL472436
29261	CHEMBL472437
29262	CHEMBL472438
29263	CHEMBL472439
29264	CHEMBL472440
29265	CHEMBL472500
29266	CHEMBL472501
29267	CHEMBL472502
29268	CHEMBL472639
29269	CHEMBL472640
29270	CHEMBL472642
29271	CHEMBL472643
29272	CHEMBL472644
29273	CHEMBL472646
29274	CHEMBL472650
29275	CHEMBL472834
29276	CHEMBL472835
29277	CHEMBL472837
29278	CHEMBL472838
29279	CHEMBL472848
29280	CHEMBL472850
29281	CHEMBL472851
29282	CHEMBL472852
29283	CHEMBL472895
29284	CHEMBL473031
29285	CHEMBL473038
29286	CHEMBL473039
29287	CHEMBL473041
29288	CHEMBL473042
29289	CHEMBL473053
29290	CHEMBL473055
29291	CHEMBL473056
29292	CHEMBL473074
29293	CHEMBL473094
29294	CHEMBL473159
29295	CHEMBL473246
29296	CHEMBL473247
29297	CHEMBL473259
29298	CHEMBL473260
29299	CHEMBL473262
29300	CHEMBL473263
29301	CHEMBL473308
29302	CHEMBL473367
29303	CHEMBL473450
29304	CHEMBL473451
29305	CHEMBL473452
29306	CHEMBL473454
29307	CHEMBL473455
29308	CHEMBL473465
29309	CHEMBL473466
29310	CHEMBL473467
29311	CHEMBL473469
29312	CHEMBL473470
29313	CHEMBL473525
29314	CHEMBL473549
29315	CHEMBL473659
29316	CHEMBL473660
29317	CHEMBL473661
29318	CHEMBL473668
29319	CHEMBL473671
